,reaction,photocatalyst,base,additive,solvent,time(h),yield/%,source,Unnamed: 8,Unnamed: 9,Unnamed: 10,base/acid,canonized_rxns,cat_class,base_class,additive_class,solvent_class
0,C=CC1=CC=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.CO>>COC(CC(F)(F)F)C5=CC=CC=C5,fac-Ir(ppy)3,,,DCE,2.0,78,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,1.0,,,C=Cc1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CO>>COC(CC(F)(F)F)c1ccccc1,1,0,0,5
1,C=CC1=CC=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.OCC>>CCOC(CC(F)(F)F)C5=CC=CC=C5,fac-Ir(ppy)3,,,DCE,2.0,75,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,2.0,,,C=Cc1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CCO>>CCOC(CC(F)(F)F)c1ccccc1,1,0,0,5
2,C=CC1=CC=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.OCCC>>CCCOC(CC(F)(F)F)C5=CC=CC=C5,fac-Ir(ppy)3,,,DCE,2.0,76,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,3.0,,,C=Cc1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CCCO>>CCCOC(CC(F)(F)F)c1ccccc1,1,0,0,5
3,C=CC1=CC=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.OC(C)(C)C>>CC(C)(C)OC(CC(F)(F)F)C5=CC=CC=C5,fac-Ir(ppy)3,,,DCE,2.0,84,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,4.0,,,C=Cc1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CC(C)(C)O>>CC(C)(C)OC(CC(F)(F)F)c1ccccc1,1,0,0,5
4,C=CC1=CC=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.OC(CC)(C)C>>CC(C)(CC)OC(CC(F)(F)F)C5=CC=CC=C5,fac-Ir(ppy)3,,,DCE,2.0,51,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,5.0,,,C=Cc1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CCC(C)(C)O>>CCC(C)(C)OC(CC(F)(F)F)c1ccccc1,1,0,0,5
5,C=CC1=CC=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.OC5CCCC5>>FC(CC(OC6CCCC6)C7=CC=CC=C7)(F)F,fac-Ir(ppy)3,,,DCE,2.0,72,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,6.0,,,C=Cc1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.OC1CCCC1>>FC(F)(F)CC(OC1CCCC1)c1ccccc1,1,0,0,5
6,C=CC1=CC=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.OCCOC>>COCCOC(CC(F)(F)F)C5=CC=CC=C5,fac-Ir(ppy)3,,,DCE,2.0,74,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,7.0,,,C=Cc1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.COCCO>>COCCOC(CC(F)(F)F)c1ccccc1,1,0,0,5
7,C=CC1=CC=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.OCCOCC>>CCOCCOC(CC(F)(F)F)C5=CC=CC=C5,fac-Ir(ppy)3,,,DCE,2.0,87,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,8.0,,,C=Cc1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CCOCCO>>CCOCCOC(CC(F)(F)F)c1ccccc1,1,0,0,5
8,C=CC1=CC=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.OC(C)=O>>CC(OC(CC(F)(F)F)C5=CC=CC=C5)=O,fac-Ir(ppy)3,,,DCE,2.0,74,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,9.0,,,C=Cc1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CC(=O)O>>CC(=O)OC(CC(F)(F)F)c1ccccc1,1,0,0,5
9,C=CC1=CC=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.OC(CC)=O>>CCC(OC(CC(F)(F)F)C5=CC=CC=C5)=O,fac-Ir(ppy)3,,,DCE,2.0,72,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,10.0,,,C=Cc1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CCC(=O)O>>CCC(=O)OC(CC(F)(F)F)c1ccccc1,1,0,0,5
10,C=CC1=CC=C(OC)C=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.O>>OC(CC(F)(F)F)C5=CC=C(OC)C=C5,fac-Ir(ppy)3,,,DCE,2.0,96,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,11.0,,,C=Cc1ccc(OC)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O>>COc1ccc(C(O)CC(F)(F)F)cc1,1,0,0,5
11,C=CC1=CC=C(F)C=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.O>>OC(CC(F)(F)F)C5=CC=C(F)C=C5,fac-Ir(ppy)3,,,DCE,2.0,96,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,12.0,,,C=Cc1ccc(F)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O>>OC(CC(F)(F)F)c1ccc(F)cc1,1,0,0,5
12,C=CC1=CC=C(Cl)C=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.O>>OC(CC(F)(F)F)C5=CC=C(Cl)C=C5,fac-Ir(ppy)3,,,actone,2.0,92,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,13.0,,,C=Cc1ccc(Cl)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O>>OC(CC(F)(F)F)c1ccc(Cl)cc1,1,0,0,8
13,C=CC1=CC=C(Br)C=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.O>>OC(CC(F)(F)F)C5=CC=C(Br)C=C5,fac-Ir(ppy)3,,,actone,2.0,89,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,14.0,,,C=Cc1ccc(Br)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O>>OC(CC(F)(F)F)c1ccc(Br)cc1,1,0,0,8
14,C=CC1=CC=C(OC(C)=O)C=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.O>>OC(CC(F)(F)F)C5=CC=C(OC(C)=O)C=C5,fac-Ir(ppy)3,,,actone,2.0,98,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,15.0,,,C=Cc1ccc(OC(C)=O)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O>>CC(=O)Oc1ccc(C(O)CC(F)(F)F)cc1,1,0,0,8
15,C=CC1=CC=C(C(F)(F)F)C=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.O>>OC(CC(F)(F)F)C5=CC=C(C(F)(F)F)C=C5,fac-Ir(ppy)3,,,actone,2.0,41,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,16.0,,,C=Cc1ccc(C(F)(F)F)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O>>OC(CC(F)(F)F)c1ccc(C(F)(F)F)cc1,1,0,0,8
16,C=CC1=CC=C(OC(C)=O)C=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.O>>OC(CC(F)(F)F)C5=CC=C(OC(C)=O)C=C5,fac-Ir(ppy)3,,,actone,2.0,98,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,17.0,,,C=Cc1ccc(OC(C)=O)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O>>CC(=O)Oc1ccc(C(O)CC(F)(F)F)cc1,1,0,0,8
17,C=CC1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1.FC([S+]3C4=C(C=CC=C4)C5=C3C=CC=C5)(F)F.F[B-](F)(F)F.O>>OC(CC(F)(F)F)C6=CC=C(B7OC(C)(C)C(C)(C)O7)C=C6,fac-Ir(ppy)3,,,actone,2.0,84,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,18.0,,,C=Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O>>CC1(C)OB(c2ccc(C(O)CC(F)(F)F)cc2)OC1(C)C,1,0,0,8
18,C=C(C)C1=CC=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.O>>OC(CC(F)(F)F)(C)C5=CC=CC=C5,fac-Ir(ppy)3,,,actone,2.0,82,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,19.0,,,C=C(C)c1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O>>CC(O)(CC(F)(F)F)c1ccccc1,1,0,0,8
19,C=C(C1=CC=CC=C1)C2=CC=CC=C2.FC([S+]3C4=C(C=CC=C4)C5=C3C=CC=C5)(F)F.F[B-](F)(F)F.O>>OC(CC(F)(F)F)(C6=CC=CC=C6)C7=CC=CC=C7,fac-Ir(ppy)3,,,actone,2.0,90,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,20.0,,,C=C(c1ccccc1)c1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O>>OC(CC(F)(F)F)(c1ccccc1)c1ccccc1,1,0,0,8
20,C/C=C\C1=CC=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.O>>OC(C(C)C(F)(F)F)C5=CC=CC=C5,fac-Ir(ppy)3,,,actone,2.0,88,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,21.0,,,C/C=C\c1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O>>CC(C(O)c1ccccc1)C(F)(F)F,1,0,0,8
21,C/C=C/C1=CC(OCO2)=C2C=C1.FC([S+]3C4=C(C=CC=C4)C5=C3C=CC=C5)(F)F.F[B-](F)(F)F.O>>CC(C(F)(F)F)C(O)C6=CC(OCO7)=C7C=C6,fac-Ir(ppy)3,,,actone,2.0,93,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,22.0,,,C/C=C/c1ccc2c(c1)OCO2.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O>>CC(C(O)c1ccc2c(c1)OCO2)C(F)(F)F,1,0,0,8
22,FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.C4(C5=CC=CC=C5)=CCCCC4.O>>O[C@]6(C7=CC=CC=C7)CCCC[C@H]6C(F)(F)F,fac-Ir(ppy)3,,,actone,2.0,95,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,23.0,,,FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C1=C(c2ccccc2)CCCC1.O>>O[C@]1(c2ccccc2)CCCC[C@H]1C(F)(F)F,1,0,0,8
23,FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.C4(/C=C/C5=CC=CC=C5)=CC=CC=C4.O>>O[C@@H](C6=CC=CC=C6)[C@@H](C(F)(F)F)C7=CC=CC=C7,fac-Ir(ppy)3,,,actone,2.0,81,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,24.0,,,FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C(=C/c1ccccc1)\c1ccccc1.O>>O[C@@H](c1ccccc1)[C@H](c1ccccc1)C(F)(F)F,1,0,0,8
24,FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.C45=CC=CC=C4CC=C5.O>>O[C@H]6C7=CC=CC=C7C[C@@H]6C(F)(F)F,fac-Ir(ppy)3,,,actone,2.0,93,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,25.0,,,FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C1=Cc2ccccc2C1.O>>O[C@H]1c2ccccc2C[C@@H]1C(F)(F)F,1,0,0,8
25,FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.C4COC=CC4.O>>OC5OCCCC5C(F)(F)F,fac-Ir(ppy)3,,,actone,2.0,94,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,26.0,,,FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C1=COCCC1.O>>OC1OCCCC1C(F)(F)F,1,0,0,8
26,FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.CO.C4(/C=C/C5=CC=CC=C5)=CC=CC=C4>>CO[C@H]([C@@H](C(F)(F)F)C6=CC=CC=C6)C7=CC=CC=C7,fac-Ir(ppy)3,,,actone,2.0,89,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,27.0,,,FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CO.C(=C/c1ccccc1)\c1ccccc1>>CO[C@@H](c1ccccc1)[C@H](c1ccccc1)C(F)(F)F,1,0,0,8
27,FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.OCC.C4(/C=C/C5=CC=CC=C5)=CC=CC=C4>>CCO[C@H]([C@@H](C(F)(F)F)C6=CC=CC=C6)C7=CC=CC=C7,fac-Ir(ppy)3,,,actone,2.0,74,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,28.0,,,FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CCO.C(=C/c1ccccc1)\c1ccccc1>>CCO[C@@H](c1ccccc1)[C@H](c1ccccc1)C(F)(F)F,1,0,0,8
28,FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.OC(C)C.C4(/C=C/C5=CC=CC=C5)=CC=CC=C4>>CCO[C@H]([C@@H](C(F)(F)F)C6=CC=CC=C6)C7=CC=CC=C7,fac-Ir(ppy)3,,,actone,2.0,73,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,29.0,,,FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CC(C)O.C(=C/c1ccccc1)\c1ccccc1>>CCO[C@@H](c1ccccc1)[C@H](c1ccccc1)C(F)(F)F,1,0,0,8
29,FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.OC(C)=O.C4(/C=C/C5=CC=CC=C5)=CC=CC=C4>>CC(O[C@H]([C@@H](C(F)(F)F)C6=CC=CC=C6)C7=CC=CC=C7)=O,fac-Ir(ppy)3,,,actone,2.0,77,"Angew. Chem., Int. Ed., 2012, 51, 9567–9571",37.0,30.0,,,FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CC(=O)O.C(=C/c1ccccc1)\c1ccccc1>>CC(=O)O[C@@H](c1ccccc1)[C@H](c1ccccc1)C(F)(F)F,1,0,0,8
30,CC=O.FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.C=CC4=CC5=CC=CC=C5C=C4.C[Si](C)(C)N=[N+]=[N-]>>CC(N=[N+]=[N-])OC(CC(F)(F)F)C6=CC7=CC=CC=C7C=C6,Ru(bpy)3(PF6)2,,,DCE,3.0,74,"Org. Lett., 2019, 21, 6005–6010",38.0,1.0,,,CC=O.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C=Cc1ccc2ccccc2c1.C[Si](C)(C)N=[N+]=[N-]>>CC(N=[N+]=[N-])OC(CC(F)(F)F)c1ccc2ccccc2c1,3,0,0,5
31,O=CCC.FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.C=CC4=CC5=CC=CC=C5C=C4.C[Si](C)(C)N=[N+]=[N-]>>CCC(N=[N+]=[N-])OC(CC(F)(F)F)C6=CC7=CC=CC=C7C=C6,Ru(bpy)3(PF6)2,,,DCE,3.0,70,"Org. Lett., 2019, 21, 6005–6010",38.0,2.0,,,CCC=O.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C=Cc1ccc2ccccc2c1.C[Si](C)(C)N=[N+]=[N-]>>CCC(N=[N+]=[N-])OC(CC(F)(F)F)c1ccc2ccccc2c1,3,0,0,5
32,O=CCCC.FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.C=CC4=CC5=CC=CC=C5C=C4.C[Si](C)(C)N=[N+]=[N-]>>CCCC(N=[N+]=[N-])OC(CC(F)(F)F)C6=CC7=CC=CC=C7C=C6,Ru(bpy)3(PF6)2,,,DCE,3.0,63,"Org. Lett., 2019, 21, 6005–6010",38.0,3.0,,,CCCC=O.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C=Cc1ccc2ccccc2c1.C[Si](C)(C)N=[N+]=[N-]>>CCCC(N=[N+]=[N-])OC(CC(F)(F)F)c1ccc2ccccc2c1,3,0,0,5
33,O=CCCCCCCC.FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.C=CC4=CC5=CC=CC=C5C=C4.C[Si](C)(C)N=[N+]=[N-]>>CCCCCCCC(N=[N+]=[N-])OC(CC(F)(F)F)C6=CC7=CC=CC=C7C=C6,Ru(bpy)3(PF6)2,,,DCE,3.0,77,"Org. Lett., 2019, 21, 6005–6010",38.0,4.0,,,CCCCCCCC=O.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C=Cc1ccc2ccccc2c1.C[Si](C)(C)N=[N+]=[N-]>>CCCCCCCC(N=[N+]=[N-])OC(CC(F)(F)F)c1ccc2ccccc2c1,3,0,0,5
34,O=CCCCCCO[Si](C)(C)C(C)(C)C.FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.C=CC4=CC5=CC=CC=C5C=C4.C[Si](C)(C)N=[N+]=[N-]>>FC(CC(OC(CCCCCO[Si](C)(C)C(C)(C)C)N=[N+]=[N-])C6=CC7=CC=CC=C7C=C6)(F)F,Ru(bpy)3(PF6)2,,,DCE,3.0,52,"Org. Lett., 2019, 21, 6005–6010",38.0,5.0,,,CC(C)(C)[Si](C)(C)OCCCCCC=O.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C=Cc1ccc2ccccc2c1.C[Si](C)(C)N=[N+]=[N-]>>CC(C)(C)[Si](C)(C)OCCCCCC(N=[N+]=[N-])OC(CC(F)(F)F)c1ccc2ccccc2c1,3,0,0,5
35,O=CCC1=CC=C(Br)C=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.C=CC5=CC6=CC=CC=C6C=C5.C[Si](C)(C)N=[N+]=[N-]>>BrC(C=C7)=CC=C7CC(N=[N+]=[N-])OC(CC(F)(F)F)C8=CC9=CC=CC=C9C=C8,Ru(bpy)3(PF6)2,,,DCE,3.0,51,"Org. Lett., 2019, 21, 6005–6010",38.0,6.0,,,O=CCc1ccc(Br)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C=Cc1ccc2ccccc2c1.C[Si](C)(C)N=[N+]=[N-]>>[N-]=[N+]=NC(Cc1ccc(Br)cc1)OC(CC(F)(F)F)c1ccc2ccccc2c1,3,0,0,5
36,O=CCC(C)C.FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.C=CC4=CC5=CC=CC=C5C=C4.C[Si](C)(C)N=[N+]=[N-]>>CC(C)CC(N=[N+]=[N-])OC(CC(F)(F)F)C6=CC7=CC=CC=C7C=C6,Ru(bpy)3(PF6)2,,,DCE,3.0,68,"Org. Lett., 2019, 21, 6005–6010",38.0,7.0,,,CC(C)CC=O.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C=Cc1ccc2ccccc2c1.C[Si](C)(C)N=[N+]=[N-]>>CC(C)CC(N=[N+]=[N-])OC(CC(F)(F)F)c1ccc2ccccc2c1,3,0,0,5
37,O=CC1CCCCC1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.C=CC5=CC6=CC=CC=C6C=C5.C[Si](C)(C)N=[N+]=[N-]>>FC(CC(OC(C7CCCCC7)N=[N+]=[N-])C8=CC9=CC=CC=C9C=C8)(F)F,Ru(bpy)3(PF6)2,,,DCE,3.0,37,"Org. Lett., 2019, 21, 6005–6010",38.0,8.0,,,O=CC1CCCCC1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C=Cc1ccc2ccccc2c1.C[Si](C)(C)N=[N+]=[N-]>>[N-]=[N+]=NC(OC(CC(F)(F)F)c1ccc2ccccc2c1)C1CCCCC1,3,0,0,5
38,O=C(C)C.FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.C=CC4=CC5=CC=CC=C5C=C4.C[Si](C)(C)N=[N+]=[N-]>>CC(C)(N=[N+]=[N-])OC(CC(F)(F)F)C6=CC7=CC=CC=C7C=C6,Ru(bpy)3(PF6)2,,,DCE,3.0,60,"Org. Lett., 2019, 21, 6005–6010",38.0,9.0,,,CC(C)=O.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C=Cc1ccc2ccccc2c1.C[Si](C)(C)N=[N+]=[N-]>>CC(C)(N=[N+]=[N-])OC(CC(F)(F)F)c1ccc2ccccc2c1,3,0,0,5
39,O=C(CC)CC.FC([S+]1C2=C(C=CC=C2)C3=C1C=CC=C3)(F)F.F[B-](F)(F)F.C=CC4=CC5=CC=CC=C5C=C4.C[Si](C)(C)N=[N+]=[N-]>>CCC(CC)(N=[N+]=[N-])OC(CC(F)(F)F)C6=CC7=CC=CC=C7C=C6,Ru(bpy)3(PF6)2,,,DCE,3.0,22,"Org. Lett., 2019, 21, 6005–6010",38.0,10.0,,,CCC(=O)CC.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C=Cc1ccc2ccccc2c1.C[Si](C)(C)N=[N+]=[N-]>>CCC(CC)(N=[N+]=[N-])OC(CC(F)(F)F)c1ccc2ccccc2c1,3,0,0,5
40,O=C1CC1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.C=CC5=CC6=CC=CC=C6C=C5.C[Si](C)(C)N=[N+]=[N-]>>FC(CC(OC7(CC7)N=[N+]=[N-])C8=CC9=CC=CC=C9C=C8)(F)F,Ru(bpy)3(PF6)2,,,DCE,3.0,24,"Org. Lett., 2019, 21, 6005–6010",38.0,11.0,,,O=C1CC1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.C=Cc1ccc2ccccc2c1.C[Si](C)(C)N=[N+]=[N-]>>[N-]=[N+]=NC1(OC(CC(F)(F)F)c2ccc3ccccc3c2)CC1,3,0,0,5
41,C=CC1=CC=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.O=C(C)C.C[Si](C)(C)N=[N+]=[N-]>>CC(C)(N=[N+]=[N-])OC(CC(F)(F)F)C5=CC=CC=C5,Ru(bpy)3(PF6)2,,,DCE,3.0,52,"Org. Lett., 2019, 21, 6005–6010",38.0,12.0,,,C=Cc1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CC(C)=O.C[Si](C)(C)N=[N+]=[N-]>>CC(C)(N=[N+]=[N-])OC(CC(F)(F)F)c1ccccc1,3,0,0,5
42,C=CC1=C(Br)C=CC=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.O=C(C)C.C[Si](C)(C)N=[N+]=[N-]>>CC(C)(N=[N+]=[N-])OC(CC(F)(F)F)C5=C(Br)C=CC=C5,Ru(bpy)3(PF6)2,,,DCE,3.0,60,"Org. Lett., 2019, 21, 6005–6010",38.0,13.0,,,C=Cc1ccccc1Br.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CC(C)=O.C[Si](C)(C)N=[N+]=[N-]>>CC(C)(N=[N+]=[N-])OC(CC(F)(F)F)c1ccccc1Br,3,0,0,5
43,C=CC1=CC=C(Cl)C=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.F[B-](F)(F)F.O=C(C)C.C[Si](C)(C)N=[N+]=[N-]>>CC(C)(N=[N+]=[N-])OC(CC(F)(F)F)C5=CC=C(Cl)C=C5,Ru(bpy)3(PF6)2,,,DCE,3.0,56,"Org. Lett., 2019, 21, 6005–6010",38.0,14.0,,,C=Cc1ccc(Cl)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.CC(C)=O.C[Si](C)(C)N=[N+]=[N-]>>CC(C)(N=[N+]=[N-])OC(CC(F)(F)F)c1ccc(Cl)cc1,3,0,0,5
44,C=CC1=CC=C(C(C)(C)C)C=C1.FC([S+]2C3=C(C=CC=C3)C4=C2C=CC=C4)(F)F.FB(F)F.O=CC.C[Si](C)(C)N=[N+]=[N-].[F-]>>CC(C)(N=[N+]=[N-])OC(CC(F)(F)F)C5=CC=C(C(C)(C)C)C=C5,Ru(bpy)3(PF6)2,,,DCE,3.0,67,"Org. Lett., 2019, 21, 6005–6010",38.0,15.0,,,C=Cc1ccc(C(C)(C)C)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.FB(F)F.CC=O.C[Si](C)(C)N=[N+]=[N-].[F-]>>CC(C)(N=[N+]=[N-])OC(CC(F)(F)F)c1ccc(C(C)(C)C)cc1,3,0,0,5
